,start_station_name,end_station_name,vzdalenost_m
1956,Comely Bank Road,Kings Building 3,4717.06
1957,Comely Bank Road,Kings Buildings - Murchison House,4515.34
1958,Comely Bank Road,Kings Buildings 1,4703.93
1959,Comely Bank Road,Kings Buildings 4,4808.94
1960,Comely Bank Road,Lauriston Place,1990.24
1961,Comely Bank Road,Leith Walk,2505.27
1962,Comely Bank Road,Leith Walk North,2784.31
1963,Comely Bank Road,Logie Green Road,1345.67
1964,Comely Bank Road,Lothian Road,1469.78
1965,Comely Bank Road,Macdonald Road,1963.97
1966,Comely Bank Road,Marchmont Crescent,2884.83
1967,Comely Bank Road,McDonald Road,1965.82
1968,Comely Bank Road,Meadow Place,2496.83
1969,Comely Bank Road,Meadows East,2991.62
1970,Comely Bank Road,Meggetland,3712.07
1971,Comely Bank Road,Milton Road - Edinburgh College,7487.28
1972,Comely Bank Road,Morningside Road,3513.3
1973,Comely Bank Road,Murrayfield,2384.03
1974,Comely Bank Road,Murrayfield Avenue,1951.19
1975,Comely Bank Road,Murrayfield Tram,2380.24
1976,Comely Bank Road,Musselburgh Lidl,9430.02
1977,Comely Bank Road,Newkirkgate,3014.78
1978,Comely Bank Road,Ocean Terminal,3449.92
1979,Comely Bank Road,Orchard Brae House,691.08
1980,Comely Bank Road,Picardy Place,1858.62
1981,Comely Bank Road,Pleasance Courtyard,2526.41
1982,Comely Bank Road,Pollock Halls,3493.44
1983,Comely Bank Road,Portobello,6154.01
1984,Comely Bank Road,Portobello - Kings Road,6060.53
1985,Comely Bank Road,Queensferry Road,1304.4
1986,Comely Bank Road,Roseburn Street,2035.13
1987,Comely Bank Road,Royal Commonwealth Pool,3449.83
1988,Comely Bank Road,Royal Edinburgh Hospital,3515.92
1989,Comely Bank Road,Scotland Street,1261.32
1990,Comely Bank Road,Shrubhill,2279.11
1991,Comely Bank Road,Sighthill - Edinburgh College,5862.83
1992,Comely Bank Road,Simon Square,2613.75
1993,Comely Bank Road,South Trinity Road,1406.44
1994,Comely Bank Road,St Andrew Square,1529.38
1995,Comely Bank Road,St Andrews House,2226.28
1996,Comely Bank Road,St. John's Road 2,5023.11
1997,Comely Bank Road,Stockbridge,481.59
1998,Comely Bank Road,Surgeons Hall,2354.94
1999,Comely Bank Road,The Loan,11827.33
2000,Comely Bank Road,The Tron,2022.06
2001,Comely Bank Road,Thirlestane Road,2877.54
2002,Comely Bank Road,Tollcross,1858.4
2003,Comely Bank Road,Victoria Quay,3283.37
2004,Comely Bank Road,Waitrose Comely Bank,484.03
2005,Comely Bank Road,"Waitrose, Comely Bank",483.65
2006,Comely Bank Road,Warrender Park Road,2584.3
2007,Comely Bank Road,Waverley Bridge,1755.13
2008,Comely Bank Road,Waverley Court,2137.38
2009,Comely Bank Road,Waverley Station,1906.03
2010,Comely Bank Road,West Crosscauseway,2579.62
2011,Comely Bank Road,Wester Coates Terrace,1831.12
2012,Comely Bank Road,Western General,1158.6
2013,Comely Bank Road,Western General Hospital,1163.9
2014,Comely Bank Road,Whitehouse Road,5635.08
2015,Constitution Street,Belford Road,4520.98
2016,Constitution Street,Bristo Square,3571.57
2017,Constitution Street,Brunswick Place,1839.71
2018,Constitution Street,Brunswick Place - Virtual,1839.71
2019,Constitution Street,Canonmills,2310.71
2020,Constitution Street,Castle Street,3494.67
2021,Constitution Street,Castle Terrace,3869.79
2022,Constitution Street,Causewayside,4416.29
2023,Constitution Street,Charlotte Square,3590.32
2024,Constitution Street,City Chambers,3172.5
2025,Constitution Street,Comely Bank Road,3524.48
2026,Constitution Street,Corstorphine Road,7516.4
2027,Constitution Street,Cramond Foreshore,8340.95
2028,Constitution Street,Crichton Street,3631.25
2029,Constitution Street,Drummond Street,3163.71
2030,Constitution Street,Dudley Gardens,1527.75
2031,Constitution Street,Dundas Street,2688.77
2032,Constitution Street,Dundee Terrace,5195.58
2033,Constitution Street,East London Street,2144.97
2034,Constitution Street,Edinburgh Zoo,7377.22
2035,Constitution Street,EICC,4251.74
2036,Constitution Street,Fountainbridge,4439.23
2037,Constitution Street,George Square,3838.9
2038,Constitution Street,Gladstone Terrace,4318.87
2039,Constitution Street,Grassmarket,3677.34
2040,Constitution Street,Haymarket Station,4610.85
2041,Constitution Street,Hillside Crescent,2040.67
2042,Constitution Street,Holyrood Road,2999.96
2043,Constitution Street,Hunter Square,3136.45
2044,Constitution Street,IGMM,4306.93
2045,Constitution Street,Inverleith Row,2528.62
2046,Constitution Street,Leith Walk,1309.86
2047,Constitution Street,Lothian Road,3949.17
2048,Constitution Street,Macdonald Road,1711.27
2049,Constitution Street,McDonald Road,1707.74
2050,Constitution Street,Meadow Place,4280.77
2051,Constitution Street,Meadows East,4084.33
2052,Constitution Street,Milton Road - Edinburgh College,5497.65
2053,Constitution Street,Morningside Road,5915.18
2054,Constitution Street,Murrayfield,5876.55
2055,Constitution Street,Murrayfield Avenue,5415.21
2056,Constitution Street,Murrayfield Tram,5778.63
2057,Constitution Street,Ocean Terminal,880.33
2058,Constitution Street,Orchard Brae House,4199.16
2059,Constitution Street,Pollock Halls,3956.17
2060,Constitution Street,Pollock Halls Virtual,3916.13
2061,Constitution Street,Portobello,3722.09
2062,Constitution Street,Portobello - Kings Road,3591.43
2063,Constitution Street,Queen Margaret University,7581.13
2064,Constitution Street,Roseburn Street,5444.88
2065,Constitution Street,Royal Commonwealth Pool,4076.22
2066,Constitution Street,South Trinity Road,2601.47
2067,Constitution Street,St Andrew Square,2785.68
2068,Constitution Street,St Andrews House,2644.46
2069,Constitution Street,Stockbridge,3180.51
2070,Constitution Street,Surgeons Hall,3406.55
2071,Constitution Street,The Tron,3112.93
2072,Constitution Street,Tollcross,4139.5
2073,Constitution Street,Victoria Quay,515.69
2074,Constitution Street,Waverley Bridge,3086.5
2075,Constitution Street,Waverley Court,2849.21
2076,Constitution Street,Waverley Station,2844.42
2077,Constitution Street,Wester Coates Terrace,5227.47
2078,Constitution Street,Western General,4318.0
2079,Corn Exchange - walk cycle event,Fountainbridge,3049.07
2080,Corn Exchange - walk cycle event,Sustrans - walk cycle event,2727.33
2081,Corn Exchange - walk cycle event,Waverley Bridge,4469.98
2082,Corstorphine Road,Abbeyhill,6364.78
2083,Corstorphine Road,Balgreen,1302.77
2084,Corstorphine Road,Balgreen Road,1306.91
2085,Corstorphine Road,Belford Road,3050.13
2086,Corstorphine Road,Boroughmuir,3503.58
2087,Corstorphine Road,Borrowman Square,8217.96
2088,Corstorphine Road,Bristo Square,5178.83
2089,Corstorphine Road,Brunswick Place,6026.76
2090,Corstorphine Road,Bruntsfield links,4082.99
2091,Corstorphine Road,Canonmills,5234.78
2092,Corstorphine Road,Castle Street,4388.98
2093,Corstorphine Road,Castle Terrace,4360.3
2094,Corstorphine Road,Causewayside,5720.84
2095,Corstorphine Road,Chambers Street,5185.73
2096,Corstorphine Road,Charlotte Square,4178.25
2097,Corstorphine Road,City Chambers,5142.53
2098,Corstorphine Road,Colinton Road,3793.23
2099,Corstorphine Road,Comely Bank Road,3992.18
2100,Corstorphine Road,Constitution Street,7516.4
2101,Corstorphine Road,Corstorphine Road - Pinkhill,386.11
2102,Corstorphine Road,Craigleith Road,2670.89
2103,Corstorphine Road,Cramond Foreshore,4634.62
2104,Corstorphine Road,Crichton Street,5299.97
2105,Corstorphine Road,Dalry Road Co-op,3118.81
2106,Corstorphine Road,Dalry Road Lidl,3055.69
2107,Corstorphine Road,Dean Street,3963.85
2108,Corstorphine Road,Drumsheugh Place,3845.92
2109,Corstorphine Road,Dudley Gardens,6271.02
2110,Corstorphine Road,Duke Street,7159.73
2111,Corstorphine Road,Dundas Street,4858.4
2112,Corstorphine Road,Dundee Terrace,3176.52
2113,Corstorphine Road,Dynamic Earth,6056.26
2114,Corstorphine Road,East London Street,5629.94
2115,Corstorphine Road,Edinburgh Park Central,2915.35
2116,Corstorphine Road,Edinburgh Park Station,2743.87
2117,Corstorphine Road,Edinburgh Zoo,143.55
2118,Corstorphine Road,EICC,3828.39
2119,Corstorphine Road,Ellersly Road,1339.1
2120,Corstorphine Road,Fountainbridge,3882.59
2121,Corstorphine Road,Gamekeeper's Road,3806.01
2122,Corstorphine Road,George Square,5184.21
2123,Corstorphine Road,Gladstone Terrace,5402.79
2124,Corstorphine Road,Gorgie Road,2611.94
2125,Corstorphine Road,Grassmarket,4660.93
2126,Corstorphine Road,Hawes Pier,8939.56
2127,Corstorphine Road,Haymarket Station,3345.86
2128,Corstorphine Road,Haymarket Terrace,3059.33
2129,Corstorphine Road,Henderson Row,4683.75
2130,Corstorphine Road,Heriot Watt - Edinburgh Business School,4743.78
2131,Corstorphine Road,Hillside Crescent,6218.99
2132,Corstorphine Road,Hillside Crescent 1,5931.68
2133,Corstorphine Road,Holyrood Road,5736.93
2134,Corstorphine Road,Hopetoun Road,9883.96
2135,Corstorphine Road,Hunter Square,5291.27
2136,Corstorphine Road,IGMM,3369.5
2137,Corstorphine Road,IGMM - Western General,3393.94
2138,Corstorphine Road,Ingliston Park & Ride,5242.94
2139,Corstorphine Road,Inverleith Row,4987.78
2140,Corstorphine Road,Joppa,11038.37
2141,Corstorphine Road,Kings Building 2,6551.55
2142,Corstorphine Road,Kings Building 3,6320.98
2143,Corstorphine Road,Kings Buildings - Murchison House,6088.17
2144,Corstorphine Road,Lauriston Place,4636.94
2145,Corstorphine Road,Leith Walk,6445.11
2146,Corstorphine Road,Logie Green Road,5336.65
2147,Corstorphine Road,Lothian Road,4140.44
2148,Corstorphine Road,Marchmont Crescent,4846.4
2149,Corstorphine Road,McDonald Road,5922.84
2150,Corstorphine Road,Meadow Place,4790.52
2151,Corstorphine Road,Meadow Place 2,4788.34
2152,Corstorphine Road,Meadows East,5530.78
2153,Corstorphine Road,Meggetland,2830.32
2154,Corstorphine Road,Morningside Road,4138.85
2155,Corstorphine Road,Murrayfield,1763.26
2156,Corstorphine Road,Murrayfield Avenue,2234.6
2157,Corstorphine Road,Murrayfield Tram,2097.63
2158,Corstorphine Road,Newkirkgate,7000.91
2159,Corstorphine Road,Ocean Terminal,7375.25
2160,Corstorphine Road,Orchard Brae House,3328.1
2161,Corstorphine Road,Pollock Halls,6216.07
2162,Corstorphine Road,Port Edgar Marina,10186.67
2163,Corstorphine Road,Portobello - Kings Road,9707.3
2164,Corstorphine Road,RHC - Edinburgh Festival Camping (05th to 26th August),6858.8
2165,Corstorphine Road,Roseburn Street,2320.33
2166,Corstorphine Road,Royal Commonwealth Pool,6083.28
2167,Corstorphine Road,Scotland Street,5171.85
2168,Corstorphine Road,Sighthill - Edinburgh College,2016.37
2169,Corstorphine Road,Simon Square,5541.4
2170,Corstorphine Road,South Trinity Road,5150.58
2171,Corstorphine Road,St Andrew Square,5134.31
2172,Corstorphine Road,St Andrews House,5733.84
2173,Corstorphine Road,St. John's Road 1,641.13
2174,Corstorphine Road,St. John's Road 2,1209.86
2175,Corstorphine Road,Stockbridge,4368.86
2176,Corstorphine Road,Tesco Ferrymuir,9338.31
2177,Corstorphine Road,Thirlestane Road,4586.0
2178,Corstorphine Road,Tollcross,4276.14
2179,Corstorphine Road,Victoria Quay,7255.05
2180,Corstorphine Road,Waitrose Comely Bank,3593.16
2181,Corstorphine Road,Warrender Park Road,4591.41
2182,Corstorphine Road,Waverley Bridge,5098.22
2183,Corstorphine Road,Waverley Court,5552.52
2184,Corstorphine Road,West Crosscauseway,5396.37
2185,Corstorphine Road,Wester Coates Terrace,2513.44
2186,Corstorphine Road,Western General Hospital,3412.7
2187,Corstorphine Road,Whitehouse Road,3080.21
2188,Corstorphine Road - Pinkhill,Charlotte Square,3794.53
2189,Corstorphine Road - Pinkhill,Murrayfield,1377.19
2190,Corstorphine Road - Pinkhill,St Andrew Square,4750.7
2191,Corstorphine Road - Pinkhill,St. John's Road 1,1012.11
2192,Corstorphine Road - Pinkhill,St. John's Road 2,1583.63
2193,Corstorphine Road - Pinkhill,Stockbridge,3997.28
2194,Corstorphine Road - Pinkhill,Wester Coates Terrace,2127.34
2195,Corstorphine Road - Pinkhill,Whitehouse Road,3312.11
2196,Craigleith Road,Abbeyhill,4093.98
2197,Craigleith Road,Balgreen,2135.01
2198,Craigleith Road,Balgreen Road,2125.45
2199,Craigleith Road,Belford Road,891.8
2200,Craigleith Road,Boroughmuir,2312.76
2201,Craigleith Road,Borrowman Square,9388.02
2202,Craigleith Road,Bristo Square,3269.6
2203,Craigleith Road,Brunswick Place,3576.88
2204,Craigleith Road,Bruntsfield links,2914.93
2205,Craigleith Road,Canonmills,2674.3
2206,Craigleith Road,Castle Street,2229.02
2207,Craigleith Road,Castle Terrace,2481.54
2208,Craigleith Road,Causewayside,4233.32
2209,Craigleith Road,Chambers Street,3210.88
2210,Craigleith Road,Charlotte Square,1969.71
2211,Craigleith Road,City Chambers,3047.11
2212,Craigleith Road,Colinton Road,3027.1
2213,Craigleith Road,Comely Bank Road,1412.78
2214,Craigleith Road,Corstorphine Road,2670.89
2215,Craigleith Road,Cramond Foreshore,4696.32
2216,Craigleith Road,Dalmeny Station,9596.79
2217,Craigleith Road,Dalry Road Lidl,1907.03
2218,Craigleith Road,Dean Street,1474.52
2219,Craigleith Road,Drummond Street,3578.33
2220,Craigleith Road,Drumsheugh Place,1686.37
2221,Craigleith Road,Dudley Gardens,3600.76
2222,Craigleith Road,Duke Street,4603.26
2223,Craigleith Road,Dundas Street,2317.21
2224,Craigleith Road,Dundee Terrace,2161.88
2225,Craigleith Road,Dynamic Earth,3920.88
2226,Craigleith Road,East London Street,3163.49
2227,Craigleith Road,Edinburgh Park Station,5410.21
2228,Craigleith Road,Edinburgh Royal Infirmary,7305.15
2229,Craigleith Road,EICC,2067.73
2230,Craigleith Road,Ellersly Road,1514.28
2231,Craigleith Road,Fountainbridge,2309.83
2232,Craigleith Road,Gamekeeper's Road,4557.83
2233,Craigleith Road,George Square,3434.85
2234,Craigleith Road,Gladstone Terrace,3891.04
2235,Craigleith Road,Gorgie Road,2045.21
2236,Craigleith Road,Grassmarket,2743.99
2237,Craigleith Road,Hawes Pier,9932.97
2238,Craigleith Road,Haymarket Station,1735.12
2239,Craigleith Road,Haymarket Terrace,1492.88
2240,Craigleith Road,Hillside Crescent,3861.87
2241,Craigleith Road,Holyrood Road,3658.0
2242,Craigleith Road,Hopetoun Road,11022.93
2243,Craigleith Road,Hunter Square,3204.29
2244,Craigleith Road,IGMM,744.89
2245,Craigleith Road,IGMM - Western General,771.71
2246,Craigleith Road,Ingliston Park & Ride,7585.52
2247,Craigleith Road,Inverleith Row,2376.19
2248,Craigleith Road,Joppa,8956.0
2249,Craigleith Road,Kings Building 2,5548.06
2250,Craigleith Road,Kings Buildings 1,5376.95
2251,Craigleith Road,Lauriston Place,2846.9
2252,Craigleith Road,Leith Walk,3917.6
2253,Craigleith Road,Logie Green Road,2748.07
2254,Craigleith Road,Lothian Road,2247.51
2255,Craigleith Road,Macdonald Road,3376.04
2256,Craigleith Road,Marchmont Crescent,3528.69
2257,Craigleith Road,McDonald Road,3387.22
2258,Craigleith Road,Meadow Place,3250.96
2259,Craigleith Road,Meadows East,3910.07
2260,Craigleith Road,Meggetland,3234.44
2261,Craigleith Road,Morningside Road,3631.63
2262,Craigleith Road,Murrayfield,1367.84
2263,Craigleith Road,Murrayfield Tram,1630.75
2264,Craigleith Road,Musselburgh Brunton Hall,11271.47
2265,Craigleith Road,Newkirkgate,4406.57
2266,Craigleith Road,Ocean Terminal,4706.08
2267,Craigleith Road,Orchard Brae House,898.39
2268,Craigleith Road,Portobello,7526.94
2269,Craigleith Road,Portobello - Kings Road,7446.85
2270,Craigleith Road,Queen Margaret University,10620.07
2271,Craigleith Road,Roseburn Street,1367.99
2272,Craigleith Road,Royal Commonwealth Pool,4433.65
2273,Craigleith Road,Royal Edinburgh Hospital,3546.62
2274,Craigleith Road,Scotland Street,2677.18
2275,Craigleith Road,Sighthill - Edinburgh College,4620.58
2276,Craigleith Road,South Trinity Road,2477.29
2277,Craigleith Road,St Andrew Square,2830.05
2278,Craigleith Road,St Andrews House,3522.63
2279,Craigleith Road,Stockbridge,1863.41
2280,Craigleith Road,Surgeons Hall,3448.04
2281,Craigleith Road,The Loan,10613.06
2282,Craigleith Road,Tollcross,2566.47
2283,Craigleith Road,Victoria Quay,4599.48
2284,Craigleith Road,Waitrose Comely Bank,961.03
2285,Craigleith Road,"Waitrose, Comely Bank",950.58
2286,Craigleith Road,Warrender Park Road,3205.13
2287,Craigleith Road,Waverley Bridge,2946.39
2288,Craigleith Road,Waverley Court,3382.18
2289,Craigleith Road,Waverley Station,3168.68
2290,Craigleith Road,West Crosscauseway,3590.34
2291,Craigleith Road,Wester Coates Terrace,1281.51
2292,Craigleith Road,Western General Hospital,826.36
2293,Cramond Foreshore,Abbeyhill,8453.86
2294,Cramond Foreshore,Balgreen Road,5511.79
2295,Cramond Foreshore,Belford Road,5589.24
2296,Cramond Foreshore,Boroughmuir,6923.59
2297,Cramond Foreshore,Borrowman Square,5035.49
2298,Cramond Foreshore,Bristo Square,7918.0
2299,Cramond Foreshore,Brunswick Place,7740.26
2300,Cramond Foreshore,Brunswick Place - Virtual,7740.26
2301,Cramond Foreshore,Bruntsfield links,7557.25
2302,Cramond Foreshore,Canonmills,6768.96
2303,Cramond Foreshore,Castle Street,6843.34
2304,Cramond Foreshore,Castle Terrace,7165.42
2305,Cramond Foreshore,Causewayside,8931.11
2306,Cramond Foreshore,Chambers Street,7832.78
2307,Cramond Foreshore,Charlotte Square,6584.32
2308,Cramond Foreshore,City Chambers,7633.09
2309,Cramond Foreshore,Colinton Road,7552.55
2310,Cramond Foreshore,Comely Bank Road,5762.66
2311,Cramond Foreshore,Constitution Street,8340.95
2312,Cramond Foreshore,Corstorphine Road,4626.89
2313,Cramond Foreshore,Craigleith Road,4696.32
2314,Cramond Foreshore,Dalmeny Station,5142.28
2315,Cramond Foreshore,Dalry Road Co-op,6442.47
2316,Cramond Foreshore,Dalry Road Lidl,6460.44
2317,Cramond Foreshore,Dean Street,5939.71
2318,Cramond Foreshore,Drumsheugh Place,6339.41
2319,Cramond Foreshore,Dudley Gardens,6813.88
2320,Cramond Foreshore,Duke Street,8380.74
2321,Cramond Foreshore,Dundas Street,6529.36
2322,Cramond Foreshore,Dundee Terrace,6699.44
2323,Cramond Foreshore,Dynamic Earth,8413.94
2324,Cramond Foreshore,East London Street,7395.09
2325,Cramond Foreshore,Edinburgh Park Central,5500.44
2326,Cramond Foreshore,Edinburgh Park Station,5869.49
2327,Cramond Foreshore,Edinburgh Zoo,4644.32
2328,Cramond Foreshore,EICC,6763.84
2329,Cramond Foreshore,Ellersly Road,4972.43
2330,Cramond Foreshore,Forth Bridge Visitors Centre,6471.11
2331,Cramond Foreshore,Fountainbridge,6997.71
2332,Cramond Foreshore,Gamekeeper's Road,1238.56
2333,Cramond Foreshore,George Square,8109.29
2334,Cramond Foreshore,Gladstone Terrace,8580.46
2335,Cramond Foreshore,Gorgie Road,6361.04
2336,Cramond Foreshore,Grassmarket,7404.18
2337,Cramond Foreshore,Hawes Pier,5411.87
2338,Cramond Foreshore,Haymarket Station,6404.82
2339,Cramond Foreshore,Haymarket Terrace,6132.07
2340,Cramond Foreshore,Heriot Watt - Edinburgh Business School,8010.25
2341,Cramond Foreshore,Heriot Watt - Student Accommodation,8154.01
2342,Cramond Foreshore,Hillside Crescent,8151.54
2343,Cramond Foreshore,Hillside Crescent 2,8151.54
2344,Cramond Foreshore,Holyrood Road,8213.94
2345,Cramond Foreshore,Hopetoun Road,6564.57
2346,Cramond Foreshore,Hunter Square,7786.25
2347,Cramond Foreshore,IGMM,4692.46
2348,Cramond Foreshore,IGMM - Western General,4693.32
2349,Cramond Foreshore,Ingliston Park & Ride,5719.34
2350,Cramond Foreshore,Inverleith Row,6381.22
2351,Cramond Foreshore,Joppa,13273.25
2352,Cramond Foreshore,Lauriston Place,7534.53
2353,Cramond Foreshore,Leith Walk,7889.65
2354,Cramond Foreshore,Leith Walk North,8019.47
2355,Cramond Foreshore,Logie Green Road,6767.14
2356,Cramond Foreshore,Lothian Road,6930.04
2357,Cramond Foreshore,Macdonald Road,7400.59
2358,Cramond Foreshore,Marchmont Crescent,8208.05
2359,Cramond Foreshore,McDonald Road,7401.82
2360,Cramond Foreshore,Meadow Place,7944.26
2361,Cramond Foreshore,Meadows East,8592.69
2362,Cramond Foreshore,Meggetland,7168.59
2363,Cramond Foreshore,Morningside Road,8094.19
2364,Cramond Foreshore,Murrayfield,5284.54
2365,Cramond Foreshore,Murrayfield Avenue,5472.63
2366,Cramond Foreshore,Murrayfield Tram,5762.46
2367,Cramond Foreshore,Musselburgh Brunton Hall,15607.21
2368,Cramond Foreshore,Newkirkgate,8092.76
2369,Cramond Foreshore,Ocean Terminal,7732.22
2370,Cramond Foreshore,Orchard Brae House,5535.85
2371,Cramond Foreshore,Picardy Place,7583.07
2372,Cramond Foreshore,Pollock Halls,9170.62
2373,Cramond Foreshore,Port Edgar Marina,6779.44
2374,Cramond Foreshore,Portobello,11716.78
2375,Cramond Foreshore,Portobello - Kings Road,11608.47
2376,Cramond Foreshore,Roseburn Street,5705.12
2377,Cramond Foreshore,Royal Commonwealth Pool,9111.98
2378,Cramond Foreshore,Royal Edinburgh Hospital,7954.02
2379,Cramond Foreshore,Scotland Street,6899.68
2380,Cramond Foreshore,Scotstoun House,5822.21
2381,Cramond Foreshore,Shrubhill,7785.31
2382,Cramond Foreshore,Sighthill - Edinburgh College,5973.77
2383,Cramond Foreshore,Simon Square,8323.57
2384,Cramond Foreshore,South Trinity Road,5855.76
2385,Cramond Foreshore,St Andrew Square,7289.94
2386,Cramond Foreshore,St Andrews House,7983.25
2387,Cramond Foreshore,St. John's Road 1,4310.48
2388,Cramond Foreshore,St. John's Road 2,4168.11
2389,Cramond Foreshore,Stockbridge,6235.51
2390,Cramond Foreshore,Surgeons Hall,8072.23
2391,Cramond Foreshore,Tesco Ferrymuir,6278.78
2392,Cramond Foreshore,The Loan,6140.75
2393,Cramond Foreshore,The Tron,7771.82
2394,Cramond Foreshore,Thirlestane Road,8057.89
2395,Cramond Foreshore,Tollcross,7258.46
2396,Cramond Foreshore,Victoria Quay,7874.29
2397,Cramond Foreshore,Waitrose Comely Bank,5317.54
2398,Cramond Foreshore,"Waitrose, Comely Bank",5317.98
2399,Cramond Foreshore,Warrender Park Road,7889.09
2400,Cramond Foreshore,Waverley Bridge,7508.54
2401,Cramond Foreshore,Waverley Court,7901.48
2402,Cramond Foreshore,West Crosscauseway,8249.08
2403,Cramond Foreshore,Wester Coates Terrace,5747.75
2404,Cramond Foreshore,Western General,4604.14
2405,Cramond Foreshore,Western General Hospital,4600.1
2406,Cramond Foreshore,Whitehouse Road,2084.94
2407,Crichton Street,Abbeyhill,1479.94
2408,Crichton Street,Balgreen Road,4050.64
2409,Crichton Street,Belford Road,2569.37
2410,Crichton Street,Boroughmuir,1846.3
2411,Crichton Street,Bristo Square,192.21
2412,Crichton Street,Brunswick Place,1831.88
2413,Crichton Street,Brunswick Place - Virtual,1832.49
2414,Crichton Street,Bruntsfield,1499.05
2415,Crichton Street,Bruntsfield links,1480.21
2416,Crichton Street,Canonmills,2097.17
2417,Crichton Street,Castle Street,1279.52
2418,Crichton Street,Castle Terrace,990.59
2419,Crichton Street,Causewayside,1007.98
2420,Crichton Street,Chambers Street,337.31
2421,Crichton Street,Charlotte Square,1532.98
2422,Crichton Street,City Chambers,639.31
2423,Crichton Street,Colinton Road,2047.52
2424,Crichton Street,Comely Bank Road,2419.94
2425,Crichton Street,Constitution Street,3631.25
2426,Crichton Street,Corstorphine Road,5299.97
2427,Crichton Street,Craigleith Road,3453.56
2428,Crichton Street,Cramond Foreshore,8089.96
2429,Crichton Street,Dalry Road Lidl,2265.25
2430,Crichton Street,Dean Street,2198.99
2431,Crichton Street,Drummond Street,489.56
2432,Crichton Street,Drumsheugh Place,1756.11
2433,Crichton Street,Dudley Gardens,3478.94
2434,Crichton Street,Duke Street,2955.1
2435,Crichton Street,Dundas Street,2024.09
2436,Crichton Street,Dundee Terrace,2193.27
2437,Crichton Street,Dynamic Earth,988.05
2438,Crichton Street,East London Street,1688.98
2439,Crichton Street,Edinburgh Royal Infirmary,3967.54
2440,Crichton Street,Edinburgh Zoo,5138.44
2441,Crichton Street,EICC,1497.77
2442,Crichton Street,Ellersly Road,3983.71
2443,Crichton Street,Fountainbridge,1422.3
2444,Crichton Street,Gamekeeper's Road,7977.74
2445,Crichton Street,George Square,215.48
2446,Crichton Street,Gladstone Terrace,761.18
2447,Crichton Street,Gorgie Road,2760.94
2448,Crichton Street,Grassmarket,693.27
2449,Crichton Street,Haymarket Station,1949.59
2450,Crichton Street,Haymarket Terrace,2253.45
2451,Crichton Street,Heriot Watt - Edinburgh Business School,9211.59
2452,Crichton Street,Hillside Crescent,1597.15
2453,Crichton Street,Holyrood Road,667.37
2454,Crichton Street,Hunter Square,551.67
2455,Crichton Street,IGMM,3451.02
2456,Crichton Street,IGMM - Western General,3434.27
2457,Crichton Street,Inverleith Row,2363.55
2458,Crichton Street,Joppa,5758.17
2459,Crichton Street,Kings Building 2,2569.33
2460,Crichton Street,Kings Building 3,2465.18
2461,Crichton Street,Kings Buildings - Murchison House,2316.15
2462,Crichton Street,Kings Buildings 1,2419.81
2463,Crichton Street,Kings Buildings 4,2599.83
2464,Crichton Street,Lauriston Place,667.75
2465,Crichton Street,Leith Walk,2338.11
2466,Crichton Street,Leith Walk North,2702.69
2467,Crichton Street,Logie Green Road,2211.99
2468,Crichton Street,Lothian Road,1210.02
2469,Crichton Street,Macdonald Road,2141.67
2470,Crichton Street,Marchmont Crescent,1045.48
2471,Crichton Street,McDonald Road,2142.85
2472,Crichton Street,Meadow Place,704.29
2473,Crichton Street,Meadow Place 2,698.24
2474,Crichton Street,Meadows East,598.2
2475,Crichton Street,Meggetland,3484.27
2476,Crichton Street,Milton Road - Edinburgh College,5501.37
2477,Crichton Street,Morningside Road,2358.39
2478,Crichton Street,Murrayfield,3558.37
2479,Crichton Street,Murrayfield Avenue,3095.41
2480,Crichton Street,Murrayfield Tram,3184.87
2481,Crichton Street,Musselburgh Brunton Hall,8008.26
2482,Crichton Street,Newkirkgate,3031.72
2483,Crichton Street,Ocean Terminal,4111.88
2484,Crichton Street,Orchard Brae House,2557.4
2485,Crichton Street,Picardy Place,1307.29
2486,Crichton Street,Pleasance Courtyard,453.01
2487,Crichton Street,Pollock Halls,1072.68
2488,Crichton Street,Pollock Halls Virtual,1023.44
2489,Crichton Street,Portobello,4545.6
2490,Crichton Street,Portobello - Kings Road,4512.05
2491,Crichton Street,Queen Margaret University,7233.58
2492,Crichton Street,Riego Street,1068.01
2493,Crichton Street,Roseburn Street,2966.37
2494,Crichton Street,Royal Commonwealth Pool,1013.0
2495,Crichton Street,Scotland Street,1814.24
2496,Crichton Street,Shrubhill,2026.27
2497,Crichton Street,Simon Square,241.44
2498,Crichton Street,South Trinity Road,3229.22
2499,Crichton Street,St Andrew Square,1187.58
2500,Crichton Street,St Andrews House,990.17
2501,Crichton Street,Stockbridge,2038.74
2502,Crichton Street,Surgeons Hall,225.07
2503,Crichton Street,The Tron,586.88
2504,Crichton Street,Thirlestane Road,1288.2
2505,Crichton Street,Tollcross,1023.92
2506,Crichton Street,Victoria Quay,3735.52
2507,Crichton Street,Waitrose Comely Bank,2803.98
2508,Crichton Street,Warrender Park Road,1008.07
2509,Crichton Street,Waverley Bridge,793.74
2510,Crichton Street,Waverley Court,790.51
2511,Crichton Street,Waverley Station,879.63
2512,Crichton Street,West Crosscauseway,158.18
2513,Crichton Street,West Newington Place,866.39
2514,Crichton Street,Wester Coates Terrace,2814.47
2515,Crichton Street,Western General Hospital,3537.11
2516,Crichton Street,Whitehouse Loan,1356.1
